Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
1053;2020-05-07;AnneABarker;Indonesia  has reported 338 new  coronavirus  cases, bringing the total number to 12,776, and 35 more deaths, taking the death toll to 930. So far 96,717 people have been tested and 2,381 have recovered;indonesia reported 338 new coronavirus cases bringing total number 12776 35 deaths taking death toll 930 far 96717 people tested 2381 recovered;23;19;1;104;853;42;-5118;Negative
1054;2020-05-07;Covid19Update24;"ASEAN
Most  #Coronavirus  Cases

Singapore  20,939
 Indonesia    12,776
Philippines 10,343
Malaysia     6,467
Thailand     2,992
Vietnam      271
Myanmar    162
Brunei         139
Cambodia   122
Timor-Leste  24
Laos              19

 #coronavirus 
 #CoronaVirusUpdate  
 #COVID19U";asean coronavirus cases singapore 20939 indonesia 12776 philippines 10343 malaysia 6467 thailand 2992 vietnam 271 myanmar 162 brunei 139 cambodia 122 timorleste 24 laos 19 coronavirus coronavirusupdate covid19u;7;11;0;0;10;0;0;Neutral
1055;2020-05-07;Covid19Update24;"ASEAN
Most  #Coronavirus  Active Cases

Singapore  19,285
 Indonesia     9,465
Philippines  8,040
Malaysia      1,584
Thailand      165
Myanmar     106
Vietnam       39
Laos             9
Brunei          7
Timor-Leste 4
Cambodia    2

 #coronavirus 
 #CoronaVirusUpdate  
 #COVID1";asean coronavirus active cases singapore 19285 indonesia 9465 philippines 8040 malaysia 1584 thailand 165 myanmar 106 vietnam 39 laos 9 brunei 7 timorleste 4 cambodia 2 coronavirus coronavirusupdate covid1;9;12;0;0;907;93;4549;Positive
1056;2020-05-07;Covid19Update24;"ASEAN Highest New Cases Today,

                  Cases              Deaths
Singapore  20,939 +741    20 +2
 Indonesia    12,776 +338   930 +35
Philippines 10,343 +339   685 +27
Malaysia       6,467 +39    107 +0
Thailand       2,992  +3       55 +0

 #Coronavirus 
 #coronavirusu";asean highest new cases today cases deaths singapore 20939 741 20 2 indonesia 12776 338 930 35 philippines 10343 339 685 27 malaysia 6467 39 107 0 thailand 2992 3 55 0 coronavirus coronavirusu;5;0;0;0;10;0;0;Neutral
1057;2020-05-07;Covid19Update24;"ASEAN Highest New Cases Today,

                  Cases              Deaths
Singapore  20,939 +741    20 +2
 Indonesia    12,776 +338   930 +35
Philippines 10,343 +339   685 +27
Malaysia       6,467 +39    107 +0
Thailand       2,992  +3       55 +0

 #Coronavirus 
 #coronavirusu";asean highest new cases today cases deaths singapore 20939 741 20 2 indonesia 12776 338 930 35 philippines 10343 339 685 27 malaysia 6467 39 107 0 thailand 2992 3 55 0 coronavirus coronavirusu;21;16;0;0;10;0;0;Neutral
1058;2020-05-07;Covid19Update24;"UPDATES :  INDONESIA 

           Total   7 May  6 May  5 May

Cases   12,776   338    367    484

Recover 2,381    64     120    243

Death      930     35       23        8

 #coronavirus  
 #COVID19indonesia   
 #CoronaVirusUpdate  
 #COVID19Update";updates indonesia total 7 may 6 may 5 may cases 12776 338 367 484 recover 2381 64 120 243 death 930 35 23 8 coronavirus covid19indonesia coronavirusupdate covid19update;4;1;1;122;878;0;-5994;Negative
1059;2020-05-07;CoronaSpread;#coronavirus  update in  #Indonesia . New cases confirmed 338, new recovered 64, new deaths 35. Total cases in  Indonesia  confirmed 12776, recovered 2381, deaths 930. +2.72% daily cases increase, 338 reported today UTC time.;coronavirus update indonesia new cases confirmed 338 new recovered 64 new deaths 35 total cases indonesia confirmed 12776 recovered 2381 deaths 930 272 daily cases increase 338 reported today utc time;0;0;0;0;935;65;3182;Positive
1060;2020-05-07;kr3at;"Indonesia  reports 338 new cases and 35 new deaths bringing total confirmed cases there to 12,776 and 930 total deaths.

 #CoronaVirus   #Covid19   #CoronaVirusOutbreak";indonesia reports 338 new cases 35 new deaths bringing total confirmed cases 12776 930 total deaths coronavirus covid19 coronavirusoutbreak;1;1;0;0;10;0;0;Neutral
1061;2020-05-07;FlfoLinda;Indonesia  reports 338 new  coronavirus  cases, 35 deaths: health ministry official   ;indonesia reports 338 new coronavirus cases 35 deaths health ministry official;0;0;0;0;10;0;0;Neutral
1062;2020-05-07;NorbertElekes;"NEW:  Indonesia  reports 338 new cases of  coronavirus , 12,776 cases in total.

930 deaths, 2,381 recovered.";new indonesia reports 338 new cases coronavirus 12776 cases total 930 deaths 2381 recovered;130;40;5;0;10;0;0;Neutral
1063;2020-05-07;Indounik;The key to successful handling of  #COVID19  in  #Bali  is rapid testing and rapid test results, says  Indonesia 's Disaster Management Agency. It says this can help track the spread of the new  coronavirus  and enable early treatment of citizens exposed to it.  ;key successful handling covid19 bali rapid testing rapid test results says indonesia disaster management agency says help track spread new coronavirus enable early treatment citizens exposed;4;0;0;106;766;128;2732;Positive
1064;2020-05-07;ThisBlogs;Indonesia  Reports 338 New  Coronavirus  Cases, 35 Deaths: Health Ministry Official  ;indonesia reports 338 new coronavirus cases 35 deaths health ministry official;0;0;0;0;10;0;0;Neutral
1065;2020-05-07;COVIDLive;"338 new cases and 35 new deaths in  Indonesia  

[10:29 GMT]  #coronavirus   #CoronaVirusUpdate   #COVID19   #CoronavirusPandemic";338 new cases 35 new deaths indonesia 1029 gmt coronavirus coronavirusupdate covid19 coronaviruspandemic;0;0;0;0;10;0;0;Neutral
1066;2020-05-07;SCMPNews;Coronavirus : debt and poverty threaten a hydra-headed Covid crisis in  Indonesia   ;coronavirus debt poverty threaten hydraheaded covid crisis indonesia;6;10;0;61;39;0;-91;Negative
1067;2020-05-07;TupdateVa;"#Indonesia 
Preliminary VAT refund automatically granted up to a maximum of IDR 5 billion
  
 #Coronavirus   #GST   #VAT   #SalesTax   #Tax  
Subscribe:  ";indonesia preliminary vat refund automatically granted maximum idr 5 billion coronavirus gst vat salestax tax subscribe;0;0;0;0;913;87;25;Positive
1068;2020-05-07;mgazamedia;Indonesia  reports 338 new  coronavirus  cases, 35 deaths  ;indonesia reports 338 new coronavirus cases 35 deaths;0;0;0;0;10;0;0;Neutral
1069;2020-05-07;AmazingFact_co;"Indonesia  reports 338 new cases of  coronavirus , 12,776 cases in total.

930 deaths, 2,381 recovered.";indonesia reports 338 new cases coronavirus 12776 cases total 930 deaths 2381 recovered;1;0;0;0;10;0;0;Neutral
1070;2020-05-07;Oneindia;"#CoronaVirusUpdates  |  #Indonesia  reported 338 new  coronavirus  cases, bringing the total number to 12,776, Health Ministry official Achmad Yurianto said.

 #COVID19   #CoronavirusPandemic ";coronavirusupdates indonesia reported 338 new coronavirus cases bringing total number 12776 health ministry official achmad yurianto said covid19 coronaviruspandemic;2;1;0;0;929;71;1513;Positive
1071;2020-05-07;nytimes;Scientists fear that the  coronavirus , which is thought to have originated in bats and jumped to humans, could just as easily jump to great apes. So orangutans in  Indonesia s rehabilitation centers are staying where they are.  ;scientists fear coronavirus thought originated bats jumped humans could easily jump great apes orangutans indonesia  rehabilitation centers staying;322;96;20;72;783;145;5106;Positive
1072;2020-05-07;VoiceToData;"UPDATE: New cases of  #coronavirus   #COVID19   #COVID_19  

Bangladesh (+706, tot. 12425)
Belgium (+639, tot. 51420)
 Indonesia  (+338, tot. 12776)
Poland (+158, tot. 14898)
Armenia (+102, tot. 2884)
Austria (+68, tot. 15752)
Benin (+44, tot. 140)";update new cases coronavirus covid19 covid19 bangladesh 706 tot 12425 belgium 639 tot 51420 indonesia 338 tot 12776 poland 158 tot 14898 armenia 102 tot 2884 austria 68 tot 15752 benin 44 tot 140;0;0;0;0;10;0;0;Neutral
1073;2020-05-07;yenisafakEN;"Indonesia  reports 338 new  coronavirus  cases, 35 deaths
  ";indonesia reports 338 new coronavirus cases 35 deaths;0;0;0;0;10;0;0;Neutral
1074;2020-05-07;AndyVermaut;Coronavirus :  Indonesian  zoos appeal for funds to feed and care for hungry animals   ;coronavirus indonesian zoos appeal funds feed care hungry animals;0;0;0;0;814;186;4939;Positive
1075;2020-05-07;andreasharsono;The Eijkman Institute for Molecular Biology finished the genome sequence of  #coronavirus  samples from  Indonesia , helping to understand their mutations, origins and to conduct effective contact tracing to reduce its spread  ;eijkman institute molecular biology finished genome sequence coronavirus samples indonesia helping understand mutations origins conduct effective contact tracing reduce spread;20;6;0;0;854;146;6486;Positive
1076;2020-05-07;NewsAboutLife;Indonesia s Ramadan school moves online amid  coronavirus  epidemic     #news;indonesia  ramadan school moves online amid coronavirus epidemic news;0;1;0;0;10;0;0;Neutral
1077;2020-05-07;BbcnewsDe;Indonesia s Ramadan school moves online amid  coronavirus  epidemic  ;indonesia  ramadan school moves online amid coronavirus epidemic;0;0;0;0;10;0;0;Neutral
1078;2020-05-07;pilotignews;Distribution of  Corona virus  patients in  Indonesia , 2,381 cured 930 dead  ;distribution corona virus patients indonesia 2381 cured 930 dead;0;0;0;281;719;0;-6486;Negative
1079;2020-05-07;IndonesiaWorld5;Indonesia  EIN News  Coronavirus :  Indonesian  zoos appeal for funds to feed and care for hungry animals      ;indonesia ein news coronavirus indonesian zoos appeal funds feed care hungry animals;0;0;0;0;849;151;4939;Positive
1080;2020-05-07;CekFaktaDulu;"Covid-19 update!
 Indonesia :
243,455 suspected infections,
28,508 patients suspected of covid,
12,776 confirmed cases,
930 deaths,
2,381 recoveries

WorldoMeter:
3,836,819 cases,
265,366 deaths

 #Indonesia 
 #coronavirus 
 #COVID19Indonesia 
 #corona 
 #COVID__19  
 #LawanCovid";covid19 update indonesia 243455 suspected infections 28508 patients suspected covid 12776 confirmed cases 930 deaths 2381 recoveries worldometer 3836819 cases 265366 deaths indonesia coronavirus covid19indonesia corona covid19 lawancovid;1;0;0;128;872;0;-4753;Negative
1081;2020-05-07;UtvPakistan2;Indonesia  reports 338 new  coronavirus  cases, 35 deaths: health ministry official  ;indonesia reports 338 new coronavirus cases 35 deaths health ministry official;0;0;0;0;10;0;0;Neutral
1082;2020-05-07;H_e_r_o4;Indonesia  reported 338 new  coronavirus  cases, bringing the total number to 12,776, health ministry official Achmad Yurianto told reporters on.;indonesia reported 338 new coronavirus cases bringing total number 12776 health ministry official achmad yurianto told reporters;0;0;0;0;923;77;1513;Positive
1083;2020-05-07;theaseanpost;"SNAPSHOT: Singapore has yet to declare a 'Total Lockdown' despite continuing to report the highest number of New Cases in the region for two weeks now (741 today)  double the number of New Cases reported by  Indonesia  and the Philippines, respectively.

 #COVID19   #CoronaVirus";snapshot singapore yet declare total lockdown despite continuing report highest number new cases region two weeks 741 today  double number new cases reported indonesia philippines respectively covid19 coronavirus;24;21;0;0;891;109;4588;Positive
1084;2020-05-07;CBNews_online;"Indonesia  reports 338 new  #coronavirus  cases, 35  #deaths  toll jump to 930

  ";indonesia reports 338 new coronavirus cases 35 deaths toll jump 930;0;0;0;0;10;0;0;Neutral
1085;2020-05-07;ahavery;...comprising Australia, India, and Japan.  That's a nightmare.  The only beneficiary is probably  Indonesia , because there'll be no current appetite to back independence for West Papua in the West.  But they have their own  coronavirus  problems.  Meanwhile, Putin is laughing;comprising australia india japan thats nightmare beneficiary probably indonesia therell current appetite back independence west papua west coronavirus problems meanwhile putin laughing;0;1;0;106;763;131;296;Positive
1086;2020-05-07;ssharma68;Indonesia  reports 338 new  coronavirus  cases, 35 deaths: health ministry official | The Guardian  ;indonesia reports 338 new coronavirus cases 35 deaths health ministry official guardian;1;0;0;0;10;0;0;Neutral
1087;2020-05-07;MeiNurani1;Harvard University open a branch in  Indonesia . Because universities in  Indonesia  are not qualified and miss the technology. Since the  corona virus  is almost gone.  Indonesian  people are waiting for you.;harvard university open branch indonesia universities indonesia qualified miss technology since corona virus almost gone indonesian people waiting;0;0;0;0;955;45;1139;Positive
1088;2020-05-07;alriyadhdaily;"#CoronaVirusUpdate :
-  #Malaysia  reports 39 new  #coronavirus  cases
-  #Indonesia  reports 338 new cases, 35 deaths
-  #India  reports 52,952 cases, death toll 1,783
-  #Brazil  reports over 600 deaths in one day
-  #Oman  Reports 55 New Cases of  #COVID19  

 #staysafe   #Cov";coronavirusupdate malaysia reports 39 new coronavirus cases indonesia reports 338 new cases 35 deaths india reports 52952 cases death toll 1783 brazil reports 600 deaths one day oman reports 55 new cases covid19 staysafe cov;1;0;0;83;917;0;-5994;Negative
1089;2020-05-07;ReutersWorld;Indonesia 's Ramadan school moves online amid  coronavirus  epidemic   ;indonesia ramadan school moves online amid coronavirus epidemic;4;3;0;0;10;0;0;Neutral
1090;2020-05-07;MeiNurani1;uri geller open a branch in  indonesia . psychics in  indonesia  are no longer effective and far behind you. while the  corona virus  is no longer available. and the  Indonesian  people are waiting for you.;uri geller open branch indonesia psychics indonesia longer effective far behind corona virus longer available indonesian people waiting;0;0;0;179;821;0;-7144;Negative
1091;2020-05-07;Spot_Story;Indonesia  reports 338 new  coronavirus  cases, 35 deaths  ;indonesia reports 338 new coronavirus cases 35 deaths;0;0;0;0;10;0;0;Neutral
1092;2020-05-07;myheadlinez;Indonesia  reports 338 new  coronavirus  cases, 35 deaths: health ministry official  ;indonesia reports 338 new coronavirus cases 35 deaths health ministry official;0;0;0;0;10;0;0;Neutral
1093;2020-05-07;MeiNurani1;mayo hospital open a branch in  indonesia . hospitals in  indonesia  are outdated and not sophisticated anymore. the service is not satisfactory. while  corona virus  is over.  Indonesian  people are waiting for you.;mayo hospital open branch indonesia hospitals indonesia outdated sophisticated anymore service satisfactory corona virus indonesian people waiting;0;0;0;14;86;0;-6167;Negative
